storm,year,month,fips,EmpLoss
Katrina,2005,Aug,28135,0
Katrina,2005,Aug,28137,0
Katrina,2005,Aug,28139,0
Katrina,2005,Aug,28141,0
Katrina,2005,Aug,28143,0
Katrina,2005,Aug,28145,0
Katrina,2005,Aug,28147,6110
Katrina,2005,Aug,28149,0
Katrina,2005,Aug,28151,0
Katrina,2005,Aug,28153,8260
Katrina,2005,Aug,28155,0
Katrina,2005,Aug,28157,0
Katrina,2005,Aug,28159,10
Katrina,2005,Aug,28161,0
Katrina,2005,Aug,28163,0
Rita,2005,Sep,22001,3620
Rita,2005,Sep,22003,470.00000000000006
Rita,2005,Sep,22009,0
Rita,2005,Sep,22011,8810
Rita,2005,Sep,22019,383890
Rita,2005,Sep,22023,19400
Rita,2005,Sep,22039,0
Rita,2005,Sep,22045,680
Rita,2005,Sep,22053,7240
Rita,2005,Sep,22055,1170
Rita,2005,Sep,22079,0
Rita,2005,Sep,22097,0
Rita,2005,Sep,22099,0
Rita,2005,Sep,22101,60
Rita,2005,Sep,22113,2280
Rita,2005,Sep,22115,570
Rita,2005,Sep,48039,0
Rita,2005,Sep,48071,6140
Rita,2005,Sep,48157,0
Rita,2005,Sep,48167,380
Rita,2005,Sep,48199,28790
Rita,2005,Sep,48201,0
Rita,2005,Sep,48241,17810
Rita,2005,Sep,48245,366420
Rita,2005,Sep,48291,450
Rita,2005,Sep,48339,0
Rita,2005,Sep,48351,11130
Rita,2005,Sep,48361,76660
Rita,2005,Sep,48373,0
Rita,2005,Sep,48407,0
Rita,2005,Sep,48457,2230
Wilma,2005,Oct,12011,1670960
Wilma,2005,Oct,12021,50980
Wilma,2005,Oct,12043,0
Wilma,2005,Oct,12051,3499.9999999999995
Wilma,2005,Oct,12085,30430
Wilma,2005,Oct,12086,2119500
Wilma,2005,Oct,12087,78880
Wilma,2005,Oct,12099,969060
Harvey,2017,Aug,22001,0
Harvey,2017,Aug,22003,0
Harvey,2017,Aug,22011,0
Harvey,2017,Aug,22019,0
Harvey,2017,Aug,22023,0
Harvey,2017,Aug,22039,0
Harvey,2017,Aug,22045,0
Harvey,2017,Aug,22053,0
Harvey,2017,Aug,22055,0
Harvey,2017,Aug,22069,0
Harvey,2017,Aug,22079,0
Harvey,2017,Aug,22085,0
Harvey,2017,Aug,22101,0
Harvey,2017,Aug,22113,0
Harvey,2017,Aug,22115,0
Harvey,2017,Aug,48007,317020
Harvey,2017,Aug,48039,0
Harvey,2017,Aug,48071,0
Harvey,2017,Aug,48157,0
Harvey,2017,Aug,48167,0
Harvey,2017,Aug,48199,0
Harvey,2017,Aug,48201,0
Harvey,2017,Aug,48245,0
Harvey,2017,Aug,48291,0
Harvey,2017,Aug,48339,0
Harvey,2017,Aug,48361,0
Harvey,2017,Aug,48407,0
Harvey,2017,Aug,48409,28440
Harvey,2017,Aug,48469,9090
Harvey,2017,Aug,48481,0
Irma,2017,Sep,12015,48230
Irma,2017,Sep,12021,276210
Irma,2017,Sep,12027,14780
Irma,2017,Sep,12043,18580
Irma,2017,Sep,12049,19560
Irma,2017,Sep,12051,43560
Irma,2017,Sep,12055,150230
Irma,2017,Sep,12071,416450
Irma,2017,Sep,12081,2200
Irma,2017,Sep,12086,44040
Irma,2017,Sep,12087,204900
Irma,2017,Sep,12115,15360
Michael,2018,Oct,12005,1139270
Michael,2018,Oct,12013,162450
Michael,2018,Oct,12023,0
Michael,2018,Oct,12029,0
Michael,2018,Oct,12033,0
Michael,2018,Oct,12037,7420
Michael,2018,Oct,12039,26200
Michael,2018,Oct,12041,0
Michael,2018,Oct,12045,150560
Michael,2018,Oct,12047,0
Michael,2018,Oct,12059,820
Michael,2018,Oct,12063,115000
Michael,2018,Oct,12065,0
Michael,2018,Oct,12067,0
Michael,2018,Oct,12073,38160
Michael,2018,Oct,12075,0
Michael,2018,Oct,12077,37520
Michael,2018,Oct,12079,0
Michael,2018,Oct,12091,0
Michael,2018,Oct,12113,0
Michael,2018,Oct,12121,0
Michael,2018,Oct,12123,0
Michael,2018,Oct,12129,760
Michael,2018,Oct,12131,280
Michael,2018,Oct,12133,17020
Laura,2020,Aug,22001,0
Laura,2020,Aug,22003,15390
Laura,2020,Aug,22005,0
Laura,2020,Aug,22007,0
Laura,2020,Aug,22009,0
Laura,2020,Aug,22011,56030
Laura,2020,Aug,22013,0
Laura,2020,Aug,22015,0
Laura,2020,Aug,22017,0
Laura,2020,Aug,22019,4208590
Laura,2020,Aug,22021,0
Laura,2020,Aug,22023,87040
Laura,2020,Aug,22025,0
Laura,2020,Aug,22027,0
Laura,2020,Aug,22029,0
Laura,2020,Aug,22031,0
Laura,2020,Aug,22033,0
Laura,2020,Aug,22035,0
Laura,2020,Aug,22037,0
Laura,2020,Aug,22039,60
Laura,2020,Aug,22041,0
Laura,2020,Aug,22043,5930
Laura,2020,Aug,22045,0
Laura,2020,Aug,22047,0
Laura,2020,Aug,22049,160
Laura,2020,Aug,22051,0
Laura,2020,Aug,22053,7350
Laura,2020,Aug,22055,0
Laura,2020,Aug,22057,0
Laura,2020,Aug,22059,0
Laura,2020,Aug,22061,8530
Laura,2020,Aug,22063,0
Laura,2020,Aug,22065,0
Laura,2020,Aug,22067,0
Laura,2020,Aug,22069,25540
Laura,2020,Aug,22071,0
Laura,2020,Aug,22073,310
Laura,2020,Aug,22075,0
Laura,2020,Aug,22077,0
Laura,2020,Aug,22079,14260
Laura,2020,Aug,22081,0
Laura,2020,Aug,22083,0
Laura,2020,Aug,22085,620
Laura,2020,Aug,22087,0
Laura,2020,Aug,22089,0
Laura,2020,Aug,22091,0
Laura,2020,Aug,22093,0
Laura,2020,Aug,22095,0
Laura,2020,Aug,22097,0
Laura,2020,Aug,22099,0
Laura,2020,Aug,22101,0
Laura,2020,Aug,22103,0
Laura,2020,Aug,22105,0
Laura,2020,Aug,22107,0
Laura,2020,Aug,22109,0
Laura,2020,Aug,22111,30
Laura,2020,Aug,22113,0
Laura,2020,Aug,22115,49160
Laura,2020,Aug,22117,0
Laura,2020,Aug,22119,0
Laura,2020,Aug,22121,0
Laura,2020,Aug,22123,0
Laura,2020,Aug,22125,0
Laura,2020,Aug,22127,440
Zeta,2020,Oct,22001,0
Zeta,2020,Oct,22003,0
Zeta,2020,Oct,22005,0
Zeta,2020,Oct,22007,0
Zeta,2020,Oct,22009,0
Zeta,2020,Oct,22011,0
Zeta,2020,Oct,22013,0
Zeta,2020,Oct,22015,0
Zeta,2020,Oct,22017,0
Zeta,2020,Oct,22019,0
Zeta,2020,Oct,22021,0
Zeta,2020,Oct,22023,0
Zeta,2020,Oct,22025,0
Zeta,2020,Oct,22027,0
Zeta,2020,Oct,22029,0
Zeta,2020,Oct,22031,0
Zeta,2020,Oct,22033,0
Zeta,2020,Oct,22035,0
Zeta,2020,Oct,22037,0
Zeta,2020,Oct,22039,0
Zeta,2020,Oct,22041,0
Zeta,2020,Oct,22043,0
Zeta,2020,Oct,22045,0
Zeta,2020,Oct,22047,0
Zeta,2020,Oct,22049,0
Zeta,2020,Oct,22051,91640
Zeta,2020,Oct,22053,0
Zeta,2020,Oct,22055,0
Zeta,2020,Oct,22057,19040
Zeta,2020,Oct,22059,0
Zeta,2020,Oct,22061,0
Zeta,2020,Oct,22063,0
Zeta,2020,Oct,22065,0
Zeta,2020,Oct,22067,0
Zeta,2020,Oct,22069,0
Zeta,2020,Oct,22071,146160
Zeta,2020,Oct,22073,0
Zeta,2020,Oct,22075,20920
Zeta,2020,Oct,22077,0
Zeta,2020,Oct,22079,0
Zeta,2020,Oct,22081,0
Zeta,2020,Oct,22083,0
Zeta,2020,Oct,22085,0
Zeta,2020,Oct,22087,19610
Zeta,2020,Oct,22089,330
Zeta,2020,Oct,22091,0
Zeta,2020,Oct,22093,0
Zeta,2020,Oct,22095,0
Zeta,2020,Oct,22097,0
Zeta,2020,Oct,22099,0
Zeta,2020,Oct,22101,0
Zeta,2020,Oct,22103,15300
Zeta,2020,Oct,22105,0
Zeta,2020,Oct,22107,0
Zeta,2020,Oct,22109,3770.0000000000005
Zeta,2020,Oct,22111,0
Zeta,2020,Oct,22113,0
Zeta,2020,Oct,22115,0
Zeta,2020,Oct,22117,0
Zeta,2020,Oct,22119,0
Zeta,2020,Oct,22121,0
Zeta,2020,Oct,22123,0
Zeta,2020,Oct,22125,0
Zeta,2020,Oct,22127,0
Zeta,2020,Oct,28001,0
Zeta,2020,Oct,28003,0
Zeta,2020,Oct,28005,0
Zeta,2020,Oct,28007,0
Zeta,2020,Oct,28009,0
Zeta,2020,Oct,28011,0
Zeta,2020,Oct,28013,0
Zeta,2020,Oct,28015,0
Zeta,2020,Oct,28017,0
Zeta,2020,Oct,28019,0
Zeta,2020,Oct,28021,0
Zeta,2020,Oct,28023,0
Zeta,2020,Oct,28025,0
Zeta,2020,Oct,28027,0
Zeta,2020,Oct,28029,0
Zeta,2020,Oct,28031,0
Zeta,2020,Oct,28033,0
Zeta,2020,Oct,28035,0
Zeta,2020,Oct,28037,0
Zeta,2020,Oct,28039,11580
Zeta,2020,Oct,28041,3100
Zeta,2020,Oct,28043,0
Zeta,2020,Oct,28045,25180
Zeta,2020,Oct,28047,213810
Zeta,2020,Oct,28049,0
Zeta,2020,Oct,28051,0
Zeta,2020,Oct,28053,0
Zeta,2020,Oct,28055,0
Zeta,2020,Oct,28057,0
Zeta,2020,Oct,28059,18690
Zeta,2020,Oct,28061,0
Zeta,2020,Oct,28063,0
Zeta,2020,Oct,28065,0
Zeta,2020,Oct,28067,0
Zeta,2020,Oct,28069,0
Zeta,2020,Oct,28071,0
Zeta,2020,Oct,28073,0
Zeta,2020,Oct,28075,0
Zeta,2020,Oct,28077,0
Zeta,2020,Oct,28079,0
Zeta,2020,Oct,28081,0
Zeta,2020,Oct,28083,0
Zeta,2020,Oct,28085,0
Zeta,2020,Oct,28087,0
Zeta,2020,Oct,28089,0
Zeta,2020,Oct,28091,0
Zeta,2020,Oct,28093,0
Zeta,2020,Oct,28095,0
Zeta,2020,Oct,28097,0
Zeta,2020,Oct,28099,0
Zeta,2020,Oct,28101,0
Zeta,2020,Oct,28103,0
Zeta,2020,Oct,28105,0
Zeta,2020,Oct,28107,0
Zeta,2020,Oct,28109,1090
Zeta,2020,Oct,28111,90
Zeta,2020,Oct,28113,0
Zeta,2020,Oct,28115,0
Zeta,2020,Oct,28117,0
Zeta,2020,Oct,28119,0
Zeta,2020,Oct,28121,0
Zeta,2020,Oct,28123,0
Zeta,2020,Oct,28125,0
Zeta,2020,Oct,28127,0
Zeta,2020,Oct,28129,0
Zeta,2020,Oct,28131,3459.9999999999995
Zeta,2020,Oct,28133,0
Zeta,2020,Oct,28135,0
Zeta,2020,Oct,28137,0
Zeta,2020,Oct,28139,0
Zeta,2020,Oct,28141,0
Zeta,2020,Oct,28143,0
Zeta,2020,Oct,28145,0
Zeta,2020,Oct,28147,0
Zeta,2020,Oct,28149,0
Zeta,2020,Oct,28151,0
Zeta,2020,Oct,28153,10
Zeta,2020,Oct,28155,0
Zeta,2020,Oct,28157,0
Zeta,2020,Oct,28159,0
Zeta,2020,Oct,28161,0
Zeta,2020,Oct,28163,0
Ida,2021,Aug,22001,0
Ida,2021,Aug,22003,0
Ida,2021,Aug,22005,2480
Ida,2021,Aug,22007,3150
Ida,2021,Aug,22009,0
Ida,2021,Aug,22011,0
Ida,2021,Aug,22013,0
Ida,2021,Aug,22015,0
Ida,2021,Aug,22017,0
Ida,2021,Aug,22019,0
Ida,2021,Aug,22021,0
Ida,2021,Aug,22023,0
Ida,2021,Aug,22025,0
Ida,2021,Aug,22027,0
Ida,2021,Aug,22029,0
Ida,2021,Aug,22031,0
Ida,2021,Aug,22033,4180
Ida,2021,Aug,22035,0
Ida,2021,Aug,22037,0
Ida,2021,Aug,22039,0
Ida,2021,Aug,22041,0
Ida,2021,Aug,22043,0
Ida,2021,Aug,22045,0
Ida,2021,Aug,22047,0
Ida,2021,Aug,22049,0
Ida,2021,Aug,22051,287630
Ida,2021,Aug,22053,0
Ida,2021,Aug,22055,0
Ida,2021,Aug,22057,407130
Ida,2021,Aug,22059,0
Ida,2021,Aug,22061,0
Ida,2021,Aug,22063,9280
Ida,2021,Aug,22065,0
Ida,2021,Aug,22067,0
Ida,2021,Aug,22069,0
Ida,2021,Aug,22071,267420
Ida,2021,Aug,22073,0
Ida,2021,Aug,22075,10080
Ida,2021,Aug,22077,0
Ida,2021,Aug,22079,0
Ida,2021,Aug,22081,0
Ida,2021,Aug,22083,0
Ida,2021,Aug,22085,0
Ida,2021,Aug,22087,8120
Ida,2021,Aug,22089,51720
Ida,2021,Aug,22091,1140
Ida,2021,Aug,22093,14570
Ida,2021,Aug,22095,37560
Ida,2021,Aug,22097,0
Ida,2021,Aug,22099,0
Ida,2021,Aug,22101,1330
Ida,2021,Aug,22103,1520
Ida,2021,Aug,22105,44440
Ida,2021,Aug,22107,0
Ida,2021,Aug,22109,419620
Ida,2021,Aug,22111,0
Ida,2021,Aug,22113,0
Ida,2021,Aug,22115,0
Ida,2021,Aug,22117,80
Ida,2021,Aug,22119,0
Ida,2021,Aug,22121,0
Ida,2021,Aug,22123,0
Ida,2021,Aug,22125,0
Ida,2021,Aug,22127,0
